"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"24","03","NS","156017","","","","","24","03","NS","156017","","","24","03","12","5","50","AM","12","0","0","0","0","","CHARLOTTE","378.00","37","42","1","1","000","E","NOTR","1","0","5","Y","RY05","2","","2","LINX","008479","001","y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","89","14179","M599","","0","0","0","0","M599","2","2","002","14418","","37C119","0","000000","0","0","0","1","0","","","07","40","3","3","","1","","","","106","","2024","0","0","0","0","0","0","MECKLENBURG","119","","","","N","85","","DURING NORMAL SWITCHING ACTIVITIES GC45 HAD MISMATCHED COUPLERS THAT RESULTED IN A DERAILMENT OF TWO","CARS.","","","","","","","","","","","","","","0","35.228064","-80.852619","2","5","K","","","CHARLOTTE",
"24","03","NS","156017","","","","","24","03","NS","156017","","","24","03","12","5","50","AM","12","0","0","0","0","","CHARLOTTE","378.00","37","42","1","1","002","E","NOTR","1","0","5","Y","RY05","2","","2","LINX","008405","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","150","0","M599","","0","0","0","0","M599","2","2","002","14418","","37C119","0","000000","0","1","0","1","0","05","","05","","1","3","","1","","","","106","","2024","0","0","0","0","0","0","MECKLENBURG","119","","","","N","106","","DURING NORMAL SWITCHING ACTIVITIES GC45 HAD MISMATCHED COUPLERS THAT RESULTED IN A DERAILMENT OF TWO","CARS.","","","","","","","","","","","","","","0","35.228064","-80.852619","2","5","K","","","CHARLOTTE",
"24","01","UP","0124GP015","","","","","24","01","UP","0124GP015","","","24","01","13","1","52","PM","01","0","0","0","0","","NORTH PLATTE","286.8","31","-15","2","2","010","E","YNP1","4","6873","7","Y","YARD 310","1","","2","TTGX","697672","059","Y","","","000","","2","0","0","0","0","0","0","0","0","0","78","0","4","0","0","2","0","0","0","0","11854","7100","M101","","0","0","0","0","M101","2","1","010","18954","","31C111","0","000000","0","1","0","0","1","06","22","","","1","6","","CL","","","","229","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","6626","2","WHEN SHOVING THE MNPDV-13 INTO FORWARDER 310, 52 CARS TRAVERSED THE 310 SWITCH AS INTENDED, UNTIL TH","E TTGX697672 HIT THE SWITCH POINT THAT WAS GAPPED DUE TO PACKED SNOW/ICE, CAUSING THE DERAILMENT OF","THE TTGX697672 AND TTGX992697","","","","","","","","","","","","","3","41.14986","-100.809822","2","5","","","","NORTH PLATTE TERMINA",
"24","02","UP","0224GP002","","","","","24","02","UP","0224GP002","","","24","02","02","12","53","PM","12","0","0","0","0","","NORTH PLATTE","288.41","31","37","2","4","010","E","YNP0","3","769","7","Y","YARD 160","1","","2","CGEX","001896","004","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","14732","7360","M411","M407","0","0","0","0","M411","2","1","010","26070","","31C111","0","000000","0","1","0","0","0","04","54","","","3","6","","CL","","","","371","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","362","1","YNP02R-02, TWO CUTS OF 3 CARS WERE HUMPED INTO BOWL 60 CONSECUTIVELY. THE CUTS BOTH WERE OVERSPEED C","OMING OFF DUE TO WHEEL CONTAMINATION IN THE RETARDERS, AND THE SECOND CUT CAUGHT THE FIRST CUT AND B","YPASSED COUPLERS IN A CURVE ON THE WEST END OF THETRACK RESULTING IN 400' OF ROLLED RAIL ON THE NORT","H SIDE OF THE RAIL, BROKEN RAIL ON THE SOUTH SIDE AND 3 CARS DERAILING.","","","","","","","","","","","","1","41.146787","-100.841832","2","5","K","","","NORTH PLATTE TERMINA",
"24","02","UP","0224GP002","","","","","24","02","UP","0224GP002","","","24","02","02","12","53","PM","12","0","0","0","0","","NORTH PLATTE","288.41","31","37","2","4","010","E","","3","384","6","N","YARD 160","1","","2","CEFX","352154","003","Y","","","000","","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","3978","0","M411","M407","0","0","0","0","M411","2","1","010","26070","","31C111","0","000000","0","0","0","0","0","","","","","1","6","","CL","","","","371","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","181","0","YNP02R-02, TWO CUTS OF 3 CARS WERE HUMPED INTO BOWL 60 CONSECUTIVELY. THE CUTS BOTH WERE OVERSPEED C","OMING OFF DUE TO WHEEL CONTAMINATION IN THE RETARDERS, AND THE SECOND CUT CAUGHT THE FIRST CUT AND B","YPASSED COUPLERS IN A CURVE ON THE WEST END OF THETRACK RESULTING IN 400' OF ROLLED RAIL ON THE NORT","H SIDE OF THE RAIL, BROKEN RAIL ON THE SOUTH SIDE AND 3 CARS DERAILING.","","","","","","","","","","","","0","41.146787","-100.841832","2","5","K","","","NORTH PLATTE TERMINA",
"24","02","UP","0224GP018","","","","","24","02","UP","0224GP018","","","24","02","05","5","40","AM","12","0","0","0","0","","NORTH PLATTE","287.0","31","39","1","2","019","R","YNP4","3","127","7","Y","YARD 042","2","","2","CEFX","201166","004","Y","","","000","","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","73121","396","M407","","0","0","0","0","M407","2","2","019","73517","","31C111","0","000000","0","1","0","0","0","06","40","","","1","6","","CL","","","","341","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","70","1","DURING AUTOMATIC HUMP OPERATION CEFX201166 HAD OVERSPEED THROUGH RETARDERS DUE TO CONTAMINATED WHEEL",". HUMP COMPUTER REQUESTED 13.00 MPH, ACTUAL SPEED 19.60 GOING TO TRACK 42. OVERSPEED AND CONTAMINATE","D WHEEL RESULTED IN DAMAGE TO CAR BODY AND DISCHARGE GATES ON CEFX201166 WHEN COUPLING TO EQUIPMENT","ALREADY IN TRACK. NO MATE CAR IDENTIFIED.","","","","","","","","","","","","1","41.150323","-100.813539","2","5","","","","NORTH PLATTE TERMINA",
"24","01","CSX","000215356","","","","","24","01","CSX","000215356","","","24","01","04","10","2","PM","01","0","0","0","0","","BAKERSVILLE","0179.3","37","16","4","1","018","R","M653","2","11230","1","Y","SINGLE MAIN TRACK","2","0014.0","1","MWCX","461477","044","N","MWCX","461477","044","N","2","0","0","0","1","0","0","0","0","0","81","0","10","0","0","1","0","0","0","0","37235","46528","E07C","","0","0","0","0","E07C","1","2","018","83763","","37C121","0","000000","0","1","0","1","0","06","27","06","27","1","3","","1","","","","106","","2024","0","0","0","0","0","0","MITCHELL","121","","","","N","5525","2","THE M65303 HEADING SOUTH ON THE BLUE RIDGE SUB DERAILED THE MWCX 461477 DUE TO THE BRAKE RIGGING DRA","GGING.","","","","","","","","","","","","","","0","35.930247","-82.117044","1","1","","","","BLUE RIDGE",
"24","01","NS","155480","","","","","24","01","NS","155480","","","24","01","20","10","30","PM","01","0","0","0","0","","HIGH POINT","300.00","37","16","4","1","005","R","P05P","2","238","1","Y","ROY BLACK","1","","2","GATX","014389","028","Y","","","000","","2","0","0","0","0","0","0","0","0","0","12","0","19","0","0","4","0","0","0","0","140000","0","H303","H307","0","0","0","0","H303","2","1","005","140000","","37C081","0","000000","0","1","0","1","0","07","30","07","30","1","3","","1","","","","121","","2024","0","0","0","0","0","0","GUILFORD","081","00","00","","N","4064","3","TRAIN P05P220 DURING SHOVE MOVE TRAVERSED OVER A SWITCH POINT DERAIL IN THE DERAILING POSITION, CAUS","ING 4 CARS TO DERAIL.","","","","","","","","","","","","","","0","35.949607","-80.016501","2","5","K","","","BLUE RIDGE",
"24","04","UP","0424GL017","","","","","24","04","UP","0424GL017","","","24","04","15","12","35","PM","01","0","0","0","0","","FREMONT","366.19","31","74","2","1","018","R","MNSN","4","8255","1","Y","MAIN LINE 1","4","44.1","1","TTGX","706225","134","Y","","","000","","2","0","0","0","0","0","0","0","0","0","68","0","71","0","0","1","0","0","0","0","5132","9086","T314","","0","0","0","0","T314","1","4","018","14218","","31C053","0","000000","0","1","0","1","0","02","05","02","05","1","6","","CL","","","","366","","2024","0","0","0","0","0","0","DODGE","053","","","","N","10074","2","MNSNP-14 WAS TRAVELING WESTBOUND ON THE BLAIR SUB AND CROSSING OVER TO THE OMAHA SUB FROM BLAIR #1 T","O OMAHA #2. THE ENERGY MANAGEMENT SYSTEM WAS OPERATING THE TRAIN IN NOTCH 4 AT 18 MPH WHEN THE TRAIN","WENT UDE. IT WAS DISCOVERED THAT CAR TTGX706225 HAD DERAILED THE WEST SET OF TRUCKS ON THE CAR WHEN","IT ENCOUNTERED A WORN SWITCH POINT ON THE FIRST CROSSOVER SWITCH.","","","","","","","","","","","","0","41.426938","-96.489495","1","1","Q","J","","BLAIR SUB",
"24","04","UP","0424GL021","","","","","24","04","UP","0424GL021","","","24","04","18","6","30","AM","09","0","0","0","0","","NORTH PLATTE","286.92","31","37","1","1","005","E","YNP4","3","1504","7","Y","YARD 031","2","","2","ITFX","045144","012","N","","","000","","1","0","0","0","0","0","0","0","0","0","5","0","26","0","0","0","0","1","0","0","49055","2069","M404","","0","0","0","0","M404","2","2","005","51124","","31C111","0","000000","0","2","0","0","0","07","","","","1","6","","CL","","","","410","","2024","0","0","0","0","0","0","LINCOLN","111","","","","N","1774","2","DURING TRIMMING OPERATIONS TRAIN YNP40R-17 HAD CAR ITFX45144, AN EMPTY COVERED HOPPER DERAIL AFTER T","RAVERSING THROUGH INERT RETARDER AT EAST END BOWL 31. THE LEADING WHEEL CLIMBED SOUTH RAIL AS A RESU","LT OF TRACK / RAIL OBSTRUCTION AND MISC. DEBRIS THAT WAS DRAGGED AND ACCUMULATED AT RETARDER. THE CA","R CAME TO REST IN UPRIGHT POSITION WITH DAMAGE TO TRUCK ASSEMBLY ON A END, BRAKE RIGGING, AND DISCHA","RGE GATES.","","","","","","","","","","","3","41.150512","-100.811962","2","5","K","","","NORTH PLATTE TERMINA",
"24","04","UP","0424GL031","","","","","24","04","UP","0424GL031","","","24","04","28","3","35","PM","01","81","4","0","0","","COLUMBUS","85.37","31","61","2","2","004","E","MCBN","4","13830","1","Y","YARD 033","1","","2","GATX","234898","107","N","","","000","","2","0","1","0","0","0","0","0","0","0","78","0","132","0","0","0","0","4","0","0","26902","26645","H307","H702","0","0","0","0","H307","2","1","004","53547","","31C141","0","000000","0","1","0","1","1","07","20","07","20","1","6","","CL","","","","227","","2024","0","0","0","0","0","0","PLATTE","141","00","00","","N","12924","3","MCBNP-28, WHILE PROTECTING A SHOVING MOVE INTO 33/3 TRACK, THE ROUTE WASN'T VERIFIED THAT ALL SWITCH","ES WERE LINED FOR THE MOVE. THE SHOVE RAN THROUGH THE 3 SWITCH AND THEN DIRECTION WAS REVERSED, AND","IT CAUSED 4 CARS TO DERAIL.","","","","","","","","","","","","","0","41.426872","-97.375681","2","5","K","","","COLUMBUS SUB",
"24","04","UP","0424GP009","","","","","24","04","UP","0424GP009","","","24","04","14","2","46","PM","01","9","1","0","0","","CHAPPELL","380.25","31","77","2","1","068","E","ZLTG","3","8903","1","Y","MAIN LINE 1","5","71.2","1","DTTX","729854","047","Y","DTTX","729854","047","Y","4","0","2","0","0","0","0","0","0","0","115","0","0","0","0","36","0","0","0","0","2440966","380993","E64C","","0","0","0","0","E64C","1","5","068","2821959","","31C049","0","000000","0","1","0","1","0","02","46","02","46","1","6","","CL","","","","307","","2024","0","0","0","0","0","0","DEUEL","049","","","","N","10299","2","ZLTG2-13 WAS EASTBOUND ON MT1 GOING ABOUT 68MPH WHEN THEY WENT UDE NOTICED CLOUD OF DUST AND DIRT. A","IR DID NOT RECOVER UPON INSPECTION CONDUCTOR FOUND APPROXIMATELY 36 CARS DERAILED ACCORDION STYLE ON","MT1, MT2 AND THE INDUSTRY TRACK AT FRENCHMAN VALLEY COOP. CAUSE DETERMINED TO BE WORN FLANGE (DTTA7","29854).","","","","","","","","","","","","0","41.091499","-102.472669","1","1","J","","","SIDNEY SUB",
"24","04","BNSF","HL0424120","","","","","24","04","XZCR","INDUSTRY","","","24","04","22","6","19","PM","01","0","0","0","0","","BENNET","45.7","31","56","3","1","000","R","JCUT","3","33","5","N","0757","1","0","4","OMAX","000530","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2000","0","M503","","0","0","0","0","M503","4","1","010","584000","","31C109","0","000000","0","0","0","0","0","","","","","3","6","","1","","","","405","","2024","0","0","0","0","0","0","LANCASTER","109","","","","N","67","0","C-ATMARB0-37A DERAILED 4 RAILCARS AND 2 LOCOMOTIVES ON INDUSTRY TRACK ON THE NEB CITY SUB AT THE BEN","NET INDUSTRY TRACK.  DERAILMENT WAS CAUSED BY MAIN LINE SWITCH TO THE INDUSTRY TRACK SWITCH WAS LEFT","OPEN. TRACK IS OWNED BY OPTD AND MAINTAINED BY THE CAPITAL RAILROAD CONTRACTING. DUE TO M503- VANDA","LISM OF TRACK OR TRACK APPLIANCES, E.G., OBJECTS PLACED ON TRACK, SWITCH THROWN, ETC. NO HAZMAT RELE","ASED.","","","","","","","","","","","0","40.678173","-96.508035","2","5","L","","","NEB CITY",
"24","04","BNSF","HL0424123","","","","","24","04","BNSF","HL0424123","","","24","04","26","3","25","PM","01","1","1","0","0","","LINCOLN","51","31","62","2","2","000","R","HKCK","4","4150","1","Y","MAIN 1 TRACK","4","53.71","1","BNSF","009084","001","","","","000","","6","0","0","0","0","0","0","0","0","0","13","0","81","0","0","3","0","29","0","0","2904374","253000","M102","","0","0","0","0","M102","1","4","000","3157374","","31C109","0","000000","0","1","0","1","0","09","54","09","54","1","6","","1","","","","157","","2024","0","0","0","0","0","0","LANCASTER","109","","","","N","5617","2","H-KCKLIN1-25A WAS STOPPED ON MAIN 1 TRACK AND DERAILED 32 RAILCARS AND RECEIVED DAMAGE TO 6 LOCOMOTI","VES DUE TO BEING STRUCK BY A TORNADO. NO HAZMAT RELEASED.","","","","","","","","","","","","","","0","40.889059","-96.581302","1","1","Q","","","CRESTON",
"24","04","BNSF","HL0424124","","","","","24","04","BNSF","HL0424124","","","24","04","27","10","15","PM","01","3","3","0","0","","LINCOLN","2.6","31","55","4","1","009","E","YLIN","4","5814","7","Y","0790","1","0","2","TILX","363251","013","Y","","","000","","1","0","0","0","0","0","0","0","0","0","42","0","8","0","0","6","0","0","0","0","37179","216551","T111","","0","0","0","0","T111","2","1","009","253730","","31C109","0","000000","0","0","0","1","2","","","07","20","1","6","","1","","","","175","","2024","0","0","0","0","0","0","LANCASTER","109","","","","N","2857","2","Y-LIN2042-27A WAS SHOVING IN YARD TRACK DERAILING 6 RAILCARS DUE TO T111 - WIDE GAGE (DUE TO DEFECTI","VE OR MISSING SPIKES OR OTHER RAIL FASTENERS). NO HAZMAT HAS BEEN RELEASED.","","","","","","","","","","","","","","3","40.808557","-96.764495","2","5","K","","","CRESTON",
"24","03","UP","0324GP004","","","","","24","03","UP","0324GP004","","","24","03","03","8","0","PM","12","0","0","0","0","","NORTH PLATTE","288.98","31","40","4","1","002","E","YNP2","3","17780","7","Y","YARD 205","1","","2","UPY","000440","001","N","","","000","","1","0","0","0","2","0","0","0","0","0","130","0","3","0","0","0","0","0","0","0","3930","1180","H306","","0","0","0","0","H306","2","1","010","71681","","31C111","0","000000","0","1","0","0","0","04","01","","","3","6","","CL","","","","193","","2024","0","0","0","0","0","0","LINCOLN","111","00","00","","N","7872","1","YNP22R-03 WAS OPERATING RCL 340/440 FAILED TO USE POSITIVE STOP PROTECTION AND TRAVERSED WEST ON EAS","T RECEIVING 204, SIDESWIPING THE MRONP-02 YARDING INTO EAST RECEIVING 5. 3 RAILCARS DERAILED.","","","","","","","","","","","","","","1","41.14921","-100.852411","2","5","","","","NORTH PLATTE TERMINA",
"24","01","MNA","MNA653824D","","","","","24","01","MNA","MNA653824D","","","24","01","05","7","15","PM","01","0","0","0","0","","MILO","567.8","29","37","4","2","040","R","CNWN","1","3561","1","Y","SINGLE MAIN TRACK","3","56.78","1","UP","007970","002","N","","","000","","2","0","0","0","1","1","0","0","0","0","0","0","134","0","0","0","0","24","0","0","700000","140000","T215","","0","0","0","0","T215","1","3","040","840000","","29C217","0","000000","0","1","0","1","0","02","45","02","45","1","6","","Cl","","","","170","","2024","0","0","0","0","0","0","VERNON","217","","","","N","8250","2","A TRAIN TRAVELING NORTHBOUND ON THE MAIN TRACK ENCOUNTERED A BROKEN JOINT BAR WHICH CAUSED ONE (1) L","OCOMOTIVE AND THE HEAD TWENTY-FOUR (24) CARS TO DERAIL. NRC #: 1388318","","","","","","","","","","","","","","0","37.754017","-94.306235","2","2","P","N","","NEVADA",
"24","05","BEAR","BER818124O","24","05","PW","PWR817824R","24","05","BEAR","BER818124O","","","24","05","28","9","35","PM","01","0","0","0","0","","GARDNER","26.3","25","65","4","1","000","","","3","0","","","TRACK 1","","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130000","T101","","0","0","0","0","T101","2","","004","180000","","25C027","0","000000","0","","","","","","","","","1","1","","0","","","","95","","2024","0","0","0","0","0","0","WORCESTER","027","","","","","3521","4","PW'S WOGR CREW WAS PULLING THRU TRACK 1 WITH 37 CARS WHILE IN GARDNER YARD ON BEAR OWNED TRACK.","","","","","","","","","","","","","","","","42.568028","-71.990306","2","5","","","","GARDNER",
"24","02","CSX","000216222","","","","","24","02","CSQZ","INDUSTRY","","","24","02","15","1","12","AM","04","0","0","0","0","","BALTIMORE","0001.0","24","38","4","1","000","E","991","3","0","8","N","6 TRACK","1","0000.0","2","CSXT","000991","001","N","","","000","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18733","559","H704","H702","0","0","0","0","H704","2","1","008","65729","","24C510","0","000000","0","0","0","0","0","","","","","1","2","","1","","","","168","","2024","0","0","0","0","0","0","BALTIMORE CITY","510","00","00","","N","60","0","THE Y23114 RAN THROUGH THE 7/8 SWITCH AND PROCEEDED TO PULL BACK THROUGH IT AFTER COUPLING TO THE FI","NAL CUT, DERAILING 4 CARS AND SIDESWIPING AND DAMAGING THE CSXT 991.","","","","","","","","","","","","","","0","39.275963","-76.559604","2","5","","","","BALTIMORE TERMINAL",
"24","02","CSX","000216222","","","","","24","02","CSQZ","INDUSTRY","","","24","02","15","1","12","AM","04","0","0","0","0","","BALTIMORE","0001.0","24","38","4","1","008","E","Y231","3","814","1","Y","8 TRACK","1","0000.0","2","DTTX","466667","005","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","4","0","0","46437","0","H704","H702","0","0","0","0","H704","2","1","008","65729","","24C510","0","000000","0","1","0","1","0","09","13","09","13","3","2","","1","","","","168","","2024","0","0","0","0","0","0","BALTIMORE CITY","510","00","00","","N","2579","2","THE Y23114 RAN THROUGH THE 7/8 SWITCH AND PROCEEDED TO PULL BACK THROUGH IT AFTER COUPLING TO THE FI","NAL CUT, DERAILING 4 CARS AND SIDESWIPING AND DAMAGING THE CSXT 991.","","","","","","","","","","","","","","0","39.275963","-76.559604","2","5","","","","BALTIMORE TERMINAL",
"24","02","ATK","178458","","","","","24","02","UP","0224GC030","","768145K","24","02","17","3","45","PM","07","0","0","0","0","","VINTON","0245.6","22","45","2","2","070","E","1","4","0","2","Y","SINGLE MAIN TRACK","4","21.7","1","AMT","000196","001","","","","000","","2","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","17785","0","M308","","0","0","0","0","M308","1","4","070","17785","","22C019","0","000000","0","1","1","1","1","08","45","08","45","1","5","","6","","","","456","","2024","0","0","0","0","0","0","CALCASIEU","019","","","","Y","564","2","GRADE CROSSING: TRAIN 1(17) OPERATING WITH E/196 E/157 CARS WAS REPORTED STRUCK BY A PICKUP TRUCK N","THE UPRR LAFAYETTE SUBDIVISION AT MP245.6. THE FORD F150 PICKUP TRUCK STRUCK TRAIN 1(17) BETWEEN E/1","96 AND E/15 WHICH SEPARATED LEAD E/196 FROM THE REST OF THE CONSIST ON A SINGLE MAIN TRACK. THIS OCC","URRED AT THE LA 109 STREET CROSSING DOT #768145K. THE ELDERLY VEHICLE OCCUPANT WAS REPORTED NOT INJU","RED AND TURNED AWAY MEDICAL ATTENTION FROM AN AMBULANCE.","","","","","","","","","","","0","30.160098","-93.637926","1","1","J","","","LAFAYETTE",
"24","01","IC","1143763","","","","","24","01","IC","1143763","","","24","01","19","2","0","PM","12","6","2","0","0","","GEISMAR","390","22","54","2","1","004","E","R987","2","869","7","Y","TRACK GE03","1","","2","IPBX","017196","007","N","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","7","0","0","0","0","0","0","0","41500","0","S006","","0","0","0","0","S006","2","1","004","41500","","22C005","0","000000","0","1","0","1","0","06","","06","","1","5","","Cl","","","","393","","2024","0","0","0","0","0","0","ASCENSION","005","","","","N","650","1","DURING ROUTINE SWITCHING OPERATIONS, TWO CARS COLLIDED WITH EACH OTHER. UPON INVESTIGATION, IT WAS D","ISCOVERED THAT CAR IPBX17196 DID NOT CLEAR THE TRACK BEFORE THE NEXT CAR WAS KICKED, AND THE CIRCUIT","INDICATED THAT IT WAS CLEAR, ENABLING THE SWITCH TO ALIGN WHILE THE CAR WAS IN THE PROTECTION LOOP.","THE FAILURE OF THE CORNERING PROTECTION LOOP WAS CONFIRMED AS THE CAUSE.  REVISED 03/13/2024","","","","","","","","","","","","0","30.173268","-90.971442","2","5","","","","BATON ROUGE",
"24","03","UP","0324MA026","","","","","24","03","ZHMU","INDUSTRY","","","24","03","25","6","0","PM","12","0","0","0","0","","BOSSIER CITY","446.5","22","60","3","2","000","E","","","4445","6","N","INDUSTRY 707","1","","4","CRMX","010029","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","99431","0","H607","H302","0","0","0","0","H607","4","1","005","198708","","22C015","0","000000","0","0","0","0","0","","","","","1","5","","CL","","","","263","","2024","0","0","0","0","0","0","BOSSIER","015","00","00","","N","0","0","TRAIN RPHRV-21 WAS SPOTTING ROCK TRAIN AT CART WHEN THEY DRAGGED INTO TRACK 708 AND LEFT THE CARS FO","ULING TRACK 707. WHEN CONDUCTOR SHOVED 707, HE COLLIDED WITH THE CARS IN 708, CAUSING DAMAGE TO 4 CA","RS. NO DERAILMENT OR TRACK DAMAGE. **INDUSTRY MAINTAINS TRACK**","","","","","","","","","","","","","0","32.563119","-93.731822","2","5","L","","","SHREVEPORT SUB",
"24","03","UP","0324MA026","","","","","24","03","ZHMU","INDUSTRY","","","24","03","25","6","0","PM","12","0","0","0","0","","BOSSIER CITY","446.5","22","60","3","2","005","E","RPHR","1","13704","1","Y","INDUSTRY 707","1","","4","CRMX","010159","021","Y","","","000","","2","0","0","0","1","0","0","0","0","0","96","0","0","0","0","0","0","0","0","0","99277","0","H607","H302","0","0","0","0","H607","4","1","005","198708","","22C015","0","000000","0","1","0","1","0","06","55","06","55","3","5","","CL","","","","263","","2024","0","0","0","0","0","0","BOSSIER","015","00","00","","N","4493","2","TRAIN RPHRV-21 WAS SPOTTING ROCK TRAIN AT CART WHEN THEY DRAGGED INTO TRACK 708 AND LEFT THE CARS FO","ULING TRACK 707. WHEN CONDUCTOR SHOVED 707, HE COLLIDED WITH THE CARS IN 708, CAUSING DAMAGE TO 4 CA","RS. NO DERAILMENT OR TRACK DAMAGE. **INDUSTRY MAINTAINS TRACK**","","","","","","","","","","","","","0","32.563119","-93.731822","2","5","L","","","SHREVEPORT SUB",
"24","03","UP","0324MA011","","","","","24","03","UP","0324MA011","","","24","03","10","8","35","AM","01","0","0","0","0","","SHREVEPORT","321.4","22","45","2","1","010","E","LRE3","1","758","7","Y","YARD 002","1","","2","TTGX","704469","014","N","","","000","","2","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","2","0","0","29311","165","T211","","0","0","0","0","T211","2","1","010","32139","","22C017","0","000000","0","2","0","0","0","07","36","","","1","5","","CL","","","","269","","2024","0","0","0","0","0","0","CADDO","017","","","","N","1548","2","WHEN PULLING EMPTY BILEVELS FROM E/RAMP, CREW ON TRAIN LRE30R-09 RAN ACROSS BROKEN RAIL 150 FEET EAS","T OF E/RAMP SWITCH, CAUSING #2 CAR TO DERAIL. THEY CHANGED DIRECTION AND SHOVED AROUND 2,000 FEET UN","TIL THEY HIT FROG ON #3 TRACK, CAUSING CARS TO STRIKE CAR IN TRACK 2.","","","","","","","","","","","","","3","32.426022","-93.892794","2","5","L","","","REISOR SUB",
"24","02","NOPB","NOPB00065F","","","","","24","02","NOPB","O20240221T","","","24","02","21","8","0","PM","05","12","0","0","0","","NEW ORLEANS","3.5","22","65","4","1","000","E","PB 2","3","8452","1","Y","291","1","000000","2","UTLX","663397","082","Y","","","000","","1","0","0","0","0","0","0","0","0","0","63","0","19","0","0","0","0","0","0","0","17000","0","H307","","0","0","0","0","H307","2","1","000","17300","","22C071","0","000000","0","1","0","1","1","01","","05","","3","5","","3","","","","332","","2024","0","0","0","0","0","0","ORLEANS","071","00","00","","N","4863","3","THE PB201 HAD JUST FINISHED SHOVING BACK ON THE 291 MAIN TRACK. THE PB203 THEN CAME OUT OF ENGINE TR","ACK AND FAILED TO STOP THE LIGHT ENGINE WHICH RESULTED IN THE RAKING OF THE LAST RAILCAR ON TRACK 29","1. THE PB201 WAS AT A STANDSTILL AND TAKING A BREAK WHEN THE PB203 RAN INTO THE SIDE OF LAST CAR OF","THE TRAIN THEY WERE ATTACHED TO.","","","","","","","","","","","","0","29.91584","-90.10418","2","3","2","5","","ORLEANS",
